FIN;AC_PRORRLT;1;21/02/2019 16:10:18,18 
DEBUT;AC_ORG;3;21/02/2019 16:13:12,68 
FIN;AC_ORG;3;21/02/2019 16:13:53,67 
FIN;AC_PRSN;4;21/02/2019 16:16:34,18 
DEBUT;AC_PSTLADD;4;21/02/2019 16:16:35,28 
FIN;AC_PSTLADD;4;21/02/2019 16:21:57,55 
DEBUT;AC_RLTPROR;4;21/02/2019 16:21:58,63 
FIN;AC_RLTPROR;4;21/02/2019 16:22:35,56 
DEBUT;CH_BKACCT;1;21/02/2019 16:27:50,26 
DEBUT;CH_BKMDT;2;21/02/2019 16:27:51,26 
DEBUT;CH_ORG;3;21/02/2019 16:27:52,27 
DEBUT;CH_PRSN;4;21/02/2019 16:27:54,26 
FIN;CH_BKMDT;2;21/02/2019 16:27:57,23 
FIN;CH_ORG;3;21/02/2019 16:28:43,23 
FIN;CH_BKACCT;1;21/02/2019 16:30:02,45 
DEBUT;CH_PRORRLT;1;21/02/2019 16:30:03,55 
FIN;CH_PRORRLT;1;21/02/2019 16:34:02,92 
FIN;CH_PRSN;4;21/02/2019 16:38:52,15 
DEBUT;CH_PSTLADD;4;21/02/2019 16:38:53,29 
FIN;CH_PSTLADD;4;21/02/2019 16:42:33,06 
DEBUT;CH_RLTPROR;4;21/02/2019 16:42:34,16 
FIN;CH_RLTPROR;4;21/02/2019 16:43:50,24 
DEBUT;TR_ENTRE0;1;21/02/2019 15:00:07,90 
DEBUT;TR_INSEE2;2;21/02/2019 15:00:09,97 
DEBUT;TR_ETABL0-SIRET;3;21/02/2019 15:00:11,26 
DEBUT;TR_ETABL0-ADHERENT;4;21/02/2019 15:00:11,90 
FIN;TR_ETABL0-ADHERENT;4;21/02/2019 15:00:15,14 
FIN;TR_ETABL0-SIRET;3;21/02/2019 15:00:16,56 
DEBUT;TR_ETABL9-ADHERENT;4;21/02/2019 15:00:16,58 
DEBUT;TR_PERPH;3;21/02/2019 15:00:17,22 
FIN;TR_ETABL9-ADHERENT;4;21/02/2019 15:00:17,81 
FIN;TR_ENTRE0;1;21/02/2019 15:00:21,81 
DEBUT;TR_ENTRE9;1;21/02/2019 15:00:22,91 
FIN;TR_ENTRE9;1;21/02/2019 15:00:24,80 
FIN;TR_PERPH;3;21/02/2019 15:02:45,93 
FIN;TR_INSEE2;2;21/02/2019 15:03:26,94 
